Japanese,English
またセミナーの内容（企画）について「製品紹介」ではなく「課題解決型セミナー」とさせていただきます。製品紹介はプレゼンの後半で行っていただきます。セミナーの内容はマジセミの企画メンバーと相談の上決定させていただきます。貴社の希望するテーマで開催できないことがあります。貴社にてテーマを決定したい場合は、ビジターをご利用ください。,またセミナーの内容（企画）について「製品紹介」ではなく「課題解決型セミナー」とさせていただきます。製品紹介はプレゼンの後半で行っていただきます。セミナーの内容はマジセミの企画メンバーと相談の上決定させていただきます。貴社の希望するテーマで開催できないことがあります。貴社にてテーマを決定したい場合は、ビジターをご利用ください。
なお、前述のマジセミ倶楽部の主旨を鑑み、契約開始から１年以内の解約の場合、ペナルティを設定させていただいております。ご了承ください。（ビジターの料金との差額をご請求いたします）,なお、前述のマジセミ倶楽部の主旨を鑑み、契約開始から１年以内の解約の場合、ペナルティを設定させていただいております。ご了承ください。（ビジターの料金との差額をご請求いたします）
　月会費　12万円（税別）※ライトプラン時　10名分集客枠を含む,　月会費　12万円（税別）※ライトプラン時　10名分集客枠を含む
　追加集客枠 @1万円（税別）,　追加集客枠 @1万円（税別）
１ヶ月毎の自動更新,１ヶ月毎の自動更新
１ヶ月ごとに10名の集客枠を追加,１ヶ月ごとに10名の集客枠を追加
ウェビナーの最低定員は30名,ウェビナーの最低定員は30名
初月に30名ウェビナー開催の場合は、20名分の追加集客枠を購入（@1万円）,初月に30名ウェビナー開催の場合は、20名分の追加集客枠を購入（@1万円）
集客人数が定員未達だった場合、未達分の集客枠は翌月以降に持ち越し,集客人数が定員未達だった場合、未達分の集客枠は翌月以降に持ち越し
@1万円で追加集客枠の購入が可能,@1万円で追加集客枠の購入が可能
直近過去3回の貴社主催セミナーへの（課金対象の）お申込が1回以上あった方が、当該セミナーに再度お申し込みされた場合は、当該セミナーについては課金対象外( ファン育成),直近過去3回の貴社主催セミナーへの（課金対象の）お申込が1回以上あった方が、当該セミナーに再度お申し込みされた場合は、当該セミナーについては課金対象外( ファン育成)
その他、一般公開した講演資料DL者のリード提供、ブランディングダッシュボードの提供、トレンド分析ツールの提供、などの特典あり,その他、一般公開した講演資料DL者のリード提供、ブランディングダッシュボードの提供、トレンド分析ツールの提供、などの特典あり
区分,区分
マジセミ倶楽部ライト（30名）,マジセミ倶楽部ライト（30名）
ウェビナーの企画・集客・運営,ウェビナーの企画・集客・運営
月会費,月会費
マジセミ倶楽部　ライトプラン,マジセミ倶楽部　ライトプラン
30名集客を、,30名集客を、
月会費で10名、追加集客で20名集客した場合,月会費で10名、追加集客で20名集客した場合
追加集客枠,追加集客枠
"3２,000","3２,000"
「セミナー後の商談化に課題がある」「自社WebサイトのコンテンツやSEOを強化したい」方は、後述のお得なセットプランをご利用ください。,「セミナー後の商談化に課題がある」「自社WebサイトのコンテンツやSEOを強化したい」方は、後述のお得なセットプランをご利用ください。
■セミナーで紹介したい対象商品について,■セミナーで紹介したい対象商品について
　・どの商品・サービスか？,　・どの商品・サービスか？
　・想定ターゲット（セミナーに呼びたいひと）は？,　・想定ターゲット（セミナーに呼びたいひと）は？
　　・業種、企業規模、部署、役職など,　　・業種、企業規模、部署、役職など
　　　※マジセミの得意分野は「全業種の情シス、DX部門、セキュリティ部門と、工場の生産・製造部門」,　　　※マジセミの得意分野は「全業種の情シス、DX部門、セキュリティ部門と、工場の生産・製造部門」
　・競合製品は？,　・競合製品は？
　・競合製品に対する強み、差別化ポイントは？,　・競合製品に対する強み、差別化ポイントは？
開催,開催
1月,1月
2月,2月
3月,3月
4月,4月
5月,5月
6月,6月
7月,7月
8月,8月
9月,9月
10月,10月
11月,11月
月初　,月初　
月会費請求,月会費請求
目標定員,目標定員
50名,50名
集客実績,集客実績
25名,25名
48名,48名
集客枠消費,集客枠消費
月末,月末
請求,請求
20万円,20万円
33万円,33万円
ご請求パターン,ご請求パターン
毎月集客枠を10名追加,毎月集客枠を10名追加
初月から30名のセミナーでもOK,初月から30名のセミナーでもOK
目標定員は30名以上,目標定員は30名以上
未達だった分は翌月に繰越,未達だった分は翌月に繰越
セミナーはいつ開催しても（しなくても）OK,セミナーはいつ開催しても（しなくても）OK
（目標定員は30名以上、再放送は10名以上）,（目標定員は30名以上、再放送は10名以上）
50名、100名などの開催もOK,50名、100名などの開催もOK
不足分は@1万円でご請求,不足分は@1万円でご請求
目標定員以上集客することは無い,目標定員以上集客することは無い
マジセミ倶楽部でのウェビナー開催と請求の例,マジセミ倶楽部でのウェビナー開催と請求の例
※集客人数を正確に把握するため、弊社にてお申込みページを準備し、リストを貴社にご提供致します。,※集客人数を正確に把握するため、弊社にてお申込みページを準備し、リストを貴社にご提供致します。
※定員に達した場合、申込受付をストップ致します。,※定員に達した場合、申込受付をストップ致します。
※契約は自動的に３か月更新され、その後も同様になります。,※契約は自動的に３か月更新され、その後も同様になります。
※退会の際は、退会月の前月の月末までメールにてご連絡ください。,※退会の際は、退会月の前月の月末までメールにてご連絡ください。
※商談保証付きに関してはお受けできない場合がございます。,※商談保証付きに関してはお受けできない場合がございます。
3ヵ月毎に自動更新のプランです。30名の集客と3件の商談（アポ）を保証します。,3ヵ月毎に自動更新のプランです。30名の集客と3件の商談（アポ）を保証します。
セミナー内容の企画、集客、当日の運営、当日参加者への資料送付までを弊社にて行います。,セミナー内容の企画、集客、当日の運営、当日参加者への資料送付までを弊社にて行います。
マジフォロは料金に含まれています。,マジフォロは料金に含まれています。
初回セミナーで30人・3件に満たない場合、その四半期、又は翌四半期以降に繰り越すか、,初回セミナーで30人・3件に満たない場合、その四半期、又は翌四半期以降に繰り越すか、
　　 追加でセミナー開催致します。（基本は初回達成を目指します）,　　 追加でセミナー開催致します。（基本は初回達成を目指します）
3ヵ月毎に60万円(税別),3ヵ月毎に60万円(税別)
3ヵ月毎の契約で自動更新,3ヵ月毎の契約で自動更新
3ヵ月毎に30人の集客と3件の商談を保証,3ヵ月毎に30人の集客と3件の商談を保証
マジフォロを無料で付与,マジフォロを無料で付与
未達の場合は未達分を次回以降のセミナーに繰り越し,未達の場合は未達分を次回以降のセミナーに繰り越し
"31人以上追加開催の場合は1人申込13,500円","31人以上追加開催の場合は1人申込13,500円"
マジセミ倶楽部開催（30名）,マジセミ倶楽部開催（30名）
マジフォロ（30名）,マジフォロ（30名）
参加者への電話・メールでのアポ取り,参加者への電話・メールでのアポ取り
マジセミ倶楽部商談保証では全件無料,マジセミ倶楽部商談保証では全件無料
マジセミ倶楽部　商談保証プラン,マジセミ倶楽部　商談保証プラン
30名での参考プラン,30名での参考プラン
集客・商談を保証!,集客・商談を保証!
ライト,ライト
シルバー,シルバー
ゴールド,ゴールド
プラチナ,プラチナ
プレミアム,プレミアム
付属サ|ビス,付属サ|ビス
マジフォロ,マジフォロ
マジフォロプラス,マジフォロプラス
サマリ動画,サマリ動画
　 ●※1,　 ●※1
追加集客枠プレゼント,追加集客枠プレゼント
（特典）※４,（特典）※４
毎年10人分,毎年10人分
10万円相当,10万円相当
毎年20人分,毎年20人分
20万円相当,20万円相当
毎年40人分,毎年40人分
40万円相当,40万円相当
毎年80人分,毎年80人分
80万円相当,80万円相当
13.5万円,13.5万円
15.5万円,15.5万円
25.5万円,25.5万円
38.5万円,38.5万円
※１　SEO記事作成、サマリ動画作成は、年4回まで実施可能です。また、別途オプションとして購入いただくことでそれ以上も実施可能です。,※１　SEO記事作成、サマリ動画作成は、年4回まで実施可能です。また、別途オプションとして購入いただくことでそれ以上も実施可能です。
※２　マジフォロは年120人分まで実施可能です。また、別途オプションとして購入いただくことでそれ以上も実施可能です。,※２　マジフォロは年120人分まで実施可能です。また、別途オプションとして購入いただくことでそれ以上も実施可能です。
※３　マジフォロプラスの毎月の活動費用を含んでいます。アポ獲得時の成果報酬（1アポ3万円）が別途かかります。,※３　マジフォロプラスの毎月の活動費用を含んでいます。アポ獲得時の成果報酬（1アポ3万円）が別途かかります。
※４　追加集客枠プレゼント特典は、マジセミ倶楽部にご加入いただいてから1年後に付与され、以降毎年同月に付与されます。,※４　追加集客枠プレゼント特典は、マジセミ倶楽部にご加入いただいてから1年後に付与され、以降毎年同月に付与されます。
(金額は全て税別です),(金額は全て税別です)
マジセミ倶楽部のお得なプラン（改定予定）,マジセミ倶楽部のお得なプラン（改定予定）
シンプルにウェビナー,シンプルにウェビナー
開催だけ依頼したい,開催だけ依頼したい
講演内容を,講演内容を
Webサイトにも活用したい,Webサイトにも活用したい
ウェビナー開催直後に,ウェビナー開催直後に
フォローしたい,フォローしたい
ウェビナーから確実に,ウェビナーから確実に
商談につなげたい,商談につなげたい
ウェビナーの効果を,ウェビナーの効果を
最大化したい,最大化したい
その他のオプション　※詳細は個別にご相談ください,その他のオプション　※詳細は個別にご相談ください
名称,名称
料金（税別）,料金（税別）
（セミナー後のフォロー代行）,（セミナー後のフォロー代行）
"@3,500円×集客人数","@3,500円×集客人数"
マジセミのフォロー専門スタッフが、セミナー終了直後に参加者、欠席者に対して、メール、電話でフォローします。,マジセミのフォロー専門スタッフが、セミナー終了直後に参加者、欠席者に対して、メール、電話でフォローします。
5万円,5万円
"セミナーの講演内容から、SEOを意識した3,000字程度の記事を作成します。貴社のWebサイトに掲載することで、コンテンツマーケティングを促進します。","セミナーの講演内容から、SEOを意識した3,000字程度の記事を作成します。貴社のWebサイトに掲載することで、コンテンツマーケティングを促進します。"
フル動画提供/有料,フル動画提供/有料
セミナー動画をご提供させていただき、２次利用していただくためのオプションです。,セミナー動画をご提供させていただき、２次利用していただくためのオプションです。
※一定の利用制限内であれば無料でご提供いたします。トライアル時は、有料、無料ともご提供はありません。,※一定の利用制限内であれば無料でご提供いたします。トライアル時は、有料、無料ともご提供はありません。
サマリ動画作成,サマリ動画作成
セミナー動画をYoutube等に掲載する場合、長時間の動画は嫌われる傾向があります。このため5～10分程度に編集してご提供いたします。,セミナー動画をYoutube等に掲載する場合、長時間の動画は嫌われる傾向があります。このため5～10分程度に編集してご提供いたします。
セミナー申込者の内、当日欠席された方に対して、当日の動画を視聴していただきます。,セミナー申込者の内、当日欠席された方に対して、当日の動画を視聴していただきます。
"@14,500円/10,000円","@14,500円/10,000円"
過去マジセミで開催した録画を使って、手間なく追加のウェビナーを開催します。,過去マジセミで開催した録画を使って、手間なく追加のウェビナーを開催します。
２ステップウェビナー,２ステップウェビナー
２０万円,２０万円
過去に貴社のウェビナーにお申し込みいただいた方（貴社の見込み客）に対して、より商談（アポ）につながるテーマ（他社比較、製品紹介、デモなど）を企画し、開催します。,過去に貴社のウェビナーにお申し込みいただいた方（貴社の見込み客）に対して、より商談（アポ）につながるテーマ（他社比較、製品紹介、デモなど）を企画し、開催します。
運営支援（運営代行）,運営支援（運営代行）
貴社セミナーの運営を代行します。申込みページの作成、申込者の管理、Zoomの貸出、当日の司会進行、など一連の作業を代行します。（集客は含まれません。貴社にて集客していただきます。）,貴社セミナーの運営を代行します。申込みページの作成、申込者の管理、Zoomの貸出、当日の司会進行、など一連の作業を代行します。（集客は含まれません。貴社にて集客していただきます。）
マジセミ代表 寺田による,マジセミ代表 寺田による
貴社セミナーでのプレゼン,貴社セミナーでのプレゼン
30万円～,30万円～
※30分～1時間程度,※30分～1時間程度
マジセミ代表 寺田が、貴社セミナーでのプレゼンや対談、パネルディスカッションのファシリテーターを行います。テーマはご相談ください。,マジセミ代表 寺田が、貴社セミナーでのプレゼンや対談、パネルディスカッションのファシリテーターを行います。テーマはご相談ください。
“エバンジェリストAI”デジタル寺田による基調講演代行,“エバンジェリストAI”デジタル寺田による基調講演代行
10万円,10万円
生成AIを活用した“エバンジェリストAI”デジタル寺田が、貴社のウェビナーで基調講演を行います。,生成AIを活用した“エバンジェリストAI”デジタル寺田が、貴社のウェビナーで基調講演を行います。
・セミナーで講演するが、講演原稿・スライドを作成する時間がない,・セミナーで講演するが、講演原稿・スライドを作成する時間がない
・プレゼンが上手な社員がいない（又は忙しい）ため、プレゼンまで含めて代行してほしい,・プレゼンが上手な社員がいない（又は忙しい）ため、プレゼンまで含めて代行してほしい
1本5万円～,1本5万円～
※10本単位、初期費用別,※10本単位、初期費用別
Youtubeの検索や、Googleの動画検索で上位表示を狙うための施策です。マジセミが貴社専用のAIアバターを作成、用語解説の動画コンテンツを作成します。原稿も納品、ブログ活用も可能です。,Youtubeの検索や、Googleの動画検索で上位表示を狙うための施策です。マジセミが貴社専用のAIアバターを作成、用語解説の動画コンテンツを作成します。原稿も納品、ブログ活用も可能です。
製品比較動画作成,製品比較動画作成
50万円～,50万円～
※初期費用別,※初期費用別
貴社の製品の強みを強力に認知させるための競合製品比較動画を作成します。マジセミが貴社専用のAIアバターを作成、製品比較動画コンテンツを作成します。ウェビナーでの配信も可能です。,貴社の製品の強みを強力に認知させるための競合製品比較動画を作成します。マジセミが貴社専用のAIアバターを作成、製品比較動画コンテンツを作成します。ウェビナーでの配信も可能です。
注意事項,注意事項
 割増料金, 割増料金
 キャンセル料金, キャンセル料金
全てのサービスにおいて、マジカン（マジセミ管理画面）から「本申込」をしていただいた後、又は発注書・申込書を受領した後にキャンセルされた場合、100%のキャンセル料金が発生します。,全てのサービスにおいて、マジカン（マジセミ管理画面）から「本申込」をしていただいた後、又は発注書・申込書を受領した後にキャンセルされた場合、100%のキャンセル料金が発生します。
但し、ウェビナー開催については、ビジターは20名分のキャンセル料金、マジセミ倶楽部においては30名分の集客枠の消費を上限とします。,但し、ウェビナー開催については、ビジターは20名分のキャンセル料金、マジセミ倶楽部においては30名分の集客枠の消費を上限とします。
マジフォロについては、ビジターの場合は20名分、マジセミ倶楽部の場合は30名分のキャンセル料金を上限とします。,マジフォロについては、ビジターの場合は20名分、マジセミ倶楽部の場合は30名分のキャンセル料金を上限とします。
ウェビナー開催において、タイトル、告知文などの調整が遅れて、ウェビナーの公開が開催日の１０営業日前の17時までに行えなかった場合、キャンセルの扱いとし上記キャンセル料金をご請求いたします。,ウェビナー開催において、タイトル、告知文などの調整が遅れて、ウェビナーの公開が開催日の１０営業日前の17時までに行えなかった場合、キャンセルの扱いとし上記キャンセル料金をご請求いたします。
マジセミ倶楽部の退会時、集客枠残について返金できません。,マジセミ倶楽部の退会時、集客枠残について返金できません。
マジセミ倶楽部の主旨を鑑み、マジセミ倶楽部の契約開始から１年以内の解約の場合、ペナルティを設定させていただいております。ご了承ください。（ビジターの料金との差額をご請求いたします）,マジセミ倶楽部の主旨を鑑み、マジセミ倶楽部の契約開始から１年以内の解約の場合、ペナルティを設定させていただいております。ご了承ください。（ビジターの料金との差額をご請求いたします）
開催4週間前を過ぎての発注は、料金が割り増しになります。,開催4週間前を過ぎての発注は、料金が割り増しになります。
単価（税別）,単価（税別）
上限指定,上限指定
基本料金,基本料金
（開催4週間前以前の発注）,（開催4週間前以前の発注）
20名以上,20名以上
開催4週間前を過ぎての発注,開催4週間前を過ぎての発注
×1.25倍 割増,×1.25倍 割増
開催3週間前を過ぎての発注,開催3週間前を過ぎての発注
×2倍 割増,×2倍 割増
開催4週間前の本申込みが間に合わない場合、割増料金の設定はございませんが、ご相談の上開催を延期させていただきます。,開催4週間前の本申込みが間に合わない場合、割増料金の設定はございませんが、ご相談の上開催を延期させていただきます。
マジセミ倶楽部各種,マジセミ倶楽部各種
■基本的には6週間前から打ち合わせし、開催4週間前に本申込みいただくスケジュール感となります。,■基本的には6週間前から打ち合わせし、開催4週間前に本申込みいただくスケジュール感となります。
マジセミ株式会社,マジセミ株式会社
会社概要,会社概要
会社名,会社名
本社所在地,本社所在地
代表者名,代表者名
事業内容,事業内容
セミナー開催実績,セミナー開催実績
設立,設立
資本金,資本金
従業員数,従業員数
"〒105-0022　東京都港区海岸1丁目2-20汐留ビルディング３階
寺田　雄一","〒105-0022　東京都港区海岸1丁目2-20汐留ビルディング３階
寺田　雄一"
IT・製造業専門セミナーマーケティングサービス「マジセミ」の運営,IT・製造業専門セミナーマーケティングサービス「マジセミ」の運営
"昨年実績　約1,0００回開催、延べ動員数 約6０,000人（2023年）","昨年実績　約1,0００回開催、延べ動員数 約6０,000人（2023年）"
2018年1月,2018年1月
"1,000万円","1,000万円"
４5名,４5名
"デジタル関連のプロダクトやサービスとの新たな出会いと体験の場を創造することで
国内産業の発展と、エンジニアの活躍促進を実現する                 。","デジタル関連のプロダクトやサービスとの新たな出会いと体験の場を創造することで
国内産業の発展と、エンジニアの活躍促進を実現する                 。"
そのために、提供企業の規模の大小に関係なく、優れた技術やその可能性を広く社会に伝える,そのために、提供企業の規模の大小に関係なく、優れた技術やその可能性を広く社会に伝える
エンドユーザーに対して、技術そのものではなく、その技術でどのような課題が解決できるのかを、わかりやすく伝える,エンドユーザーに対して、技術そのものではなく、その技術でどのような課題が解決できるのかを、わかりやすく伝える
"2025年には、年間2,000回のウェビナーを開催する","2025年には、年間2,000回のウェビナーを開催する"
セミナーをエンタメに変える,セミナーをエンタメに変える
セミナーで社会を変える,セミナーで社会を変える
日本マーケティングリサーチ機構調べ調査概要:2021年サービスの比較印象調査,日本マーケティングリサーチ機構調べ調査概要:2021年サービスの比較印象調査
集客に強いセミナーNo.1,集客に強いセミナーNo.1
新規の商談獲得に,新規の商談獲得に
強いセミナー,強いセミナー
IT責任者が,IT責任者が
選ぶセミナー,選ぶセミナー
おかげ様で３つのNo.１,おかげ様で３つのNo.１
獲得しました！1,獲得しました！1
取引実績,取引実績
A10ネットワークス株式会社,A10ネットワークス株式会社
アイテック阪急阪神株式会社,アイテック阪急阪神株式会社
アドバンテック株式会社,アドバンテック株式会社
株式会社アクシオ,株式会社アクシオ
株式会社アシスト,株式会社アシスト
伊藤忠テクノソリューションズ株式会社,伊藤忠テクノソリューションズ株式会社
株式会社インターネットイニシアティブ,株式会社インターネットイニシアティブ
インフォコム株式会社,インフォコム株式会社
エクイニクス・ジャパン株式会社,エクイニクス・ジャパン株式会社
SCSK株式会社,SCSK株式会社
エフセキュア株式会社,エフセキュア株式会社
エムオーテックス株式会社,エムオーテックス株式会社
エンカレッジ・テクノロジ株式会社,エンカレッジ・テクノロジ株式会社
エントラストジャパン株式会社,エントラストジャパン株式会社
株式会社オージス総研,株式会社オージス総研
株式会社オプロ,株式会社オプロ
クリックテック・ジャパン株式会社,クリックテック・ジャパン株式会社
クロス・ヘッド株式会社,クロス・ヘッド株式会社
KCCSモバイルエンジニアリング株式会社,KCCSモバイルエンジニアリング株式会社
株式会社サーバーワークス,株式会社サーバーワークス
サイオステクノロジー株式会社,サイオステクノロジー株式会社
サイバートラスト株式会社,サイバートラスト株式会社
株式会社ジール,株式会社ジール
CTCシステムマネジメント株式会社,CTCシステムマネジメント株式会社
株式会社システナ,株式会社システナ
シンガポールテレコム・ジャパン株式会社,シンガポールテレコム・ジャパン株式会社
GMOグローバルサイン株式会社,GMOグローバルサイン株式会社
JBサービス株式会社,JBサービス株式会社
スターティアレイズ株式会社,スターティアレイズ株式会社
株式会社スマートスタイル,株式会社スマートスタイル
住友電工情報システム株式会社,住友電工情報システム株式会社
ゾーホージャパン株式会社,ゾーホージャパン株式会社
株式会社ソリトンシステムズ,株式会社ソリトンシステムズ
ダイナトレース,ダイナトレース
TIS株式会社,TIS株式会社
テクバン株式会社,テクバン株式会社
テクマトリックス株式会社,テクマトリックス株式会社
株式会社デリバリーコンサルティング,株式会社デリバリーコンサルティング
デル EMC,デル EMC
日本システムウエア株式会社,日本システムウエア株式会社
株式会社ヒューリンクス,株式会社ヒューリンクス
Netskope Japan株式会社,Netskope Japan株式会社
株式会社パソナテック,株式会社パソナテック
東日本電信電話株式会社,東日本電信電話株式会社
富士通株式会社,富士通株式会社
富士通コミュニケーションサービス株式会社,富士通コミュニケーションサービス株式会社
富士電機ITソリューション株式会社,富士電機ITソリューション株式会社
三菱電機ｲﾝﾌｫﾒｰｼｮﾝｼｽﾃﾑｽﾞ株式会社,三菱電機ｲﾝﾌｫﾒｰｼｮﾝｼｽﾃﾑｽﾞ株式会社
ミランティス・ジャパン株式会社,ミランティス・ジャパン株式会社
株式会社モンスター・ラボ,株式会社モンスター・ラボ
株式会社レッドチーム・テクノロジーズ,株式会社レッドチーム・テクノロジーズ
株式会社ロゼッタ,株式会社ロゼッタ
（代理店）,（代理店）
株式会社エムエム総研,株式会社エムエム総研
株式会社クリエイティブバンク,株式会社クリエイティブバンク
ターゲットメディア株式会社,ターゲットメディア株式会社
株式会社日本経済広告社,株式会社日本経済広告社
株式会社ビックビート,株式会社ビックビート
株式会社マイナビ,株式会社マイナビ
主要顧客のみ、五十音順,主要顧客のみ、五十音順
取引先と,取引先と
セミナー開催数が,セミナー開催数が
毎年増加中！,毎年増加中！
新規の商談獲得に強いセミナーNo.1,新規の商談獲得に強いセミナーNo.1
IT責任者が選ぶセミナーNo.1,IT責任者が選ぶセミナーNo.1
■セミナー（ウェビナー）の必要性について,■セミナー（ウェビナー）の必要性について
　・リード獲得の手段として重要視するものは？,　・リード獲得の手段として重要視するものは？
　　・セミナー（ウェビナー）,　　・セミナー（ウェビナー）
　　・Webサイト（コンテンツマーケティング）,　　・Webサイト（コンテンツマーケティング）
　　・リアル展示会,　　・リアル展示会
　　・比較サイト,　　・比較サイト
　　・GoogleやFacebookなどへの広告,　　・GoogleやFacebookなどへの広告
　　・テレアポ,　　・テレアポ
　　・その他,　　・その他
■予算の状況,■予算の状況
　・リード獲得単価、アポ獲得単価,　・リード獲得単価、アポ獲得単価
　・セミナー（ウェビナー）の予算の有無、及び金額,　・セミナー（ウェビナー）の予算の有無、及び金額
　・上記リード獲得手段の予算の割合,　・上記リード獲得手段の予算の割合
　・予算の策定、決定時期,　・予算の策定、決定時期
■セミナー（ウェビナー）の目的／課題,■セミナー（ウェビナー）の目的／課題
　・より多くのリードを獲得したい／集客できない,　・より多くのリードを獲得したい／集客できない
　・ターゲットに合ったリードを獲得したい／リードの質が悪い,　・ターゲットに合ったリードを獲得したい／リードの質が悪い
　・ウェビナーから商談につなげたい／商談につながらない,　・ウェビナーから商談につなげたい／商談につながらない
　・ウェビナーの運営を代行してほしい／運営が大変,　・ウェビナーの運営を代行してほしい／運営が大変
　・まずはスモールスタートでウェビナーをやってみたい,　・まずはスモールスタートでウェビナーをやってみたい
　・その他,　・その他
　・ウェビナーを活用した、東南アジアにおける新規顧客開拓やテストマーケティング,　・ウェビナーを活用した、東南アジアにおける新規顧客開拓やテストマーケティング
なぜ「ウェビナー」なのか？,なぜ「ウェビナー」なのか？
BtoBマーケティングにおけるウェビナーの役割,BtoBマーケティングにおけるウェビナーの役割
製品・サービスを絞って,製品・サービスを絞って
評価・選定、稟議,評価・選定、稟議
製品・サービスの,製品・サービスの
候補を捜す,候補を捜す
課題に気づき,課題に気づき
社内で検討,社内で検討
課題に,課題に
気づいてない,気づいてない
課題に気づかせる,課題に気づかせる
課題について深く理解させ、,課題について深く理解させ、
解決方法を提示する,解決方法を提示する
競合よりもお客様に早く接触し、課題解決をサポートする,競合よりもお客様に早く接触し、課題解決をサポートする
数社～十数者程度の検討の候補に入り、２～３社の最終候補に残る,数社～十数者程度の検討の候補に入り、２～３社の最終候補に残る
２～３社の最終候補から自社を選んでもらう,２～３社の最終候補から自社を選んでもらう
リアル展示会,リアル展示会
オンラインイベント,オンラインイベント
課題に気づかせる。,課題に気づかせる。
課題について深く理解させる。,課題について深く理解させる。
競合よりもお客様に先に接触し、自社を知ってもらう。,競合よりもお客様に先に接触し、自社を知ってもらう。
Webサイト,Webサイト
コンテンツマーケティング,コンテンツマーケティング
SNS広告,SNS広告
資料ダウンロード,資料ダウンロード
課題を深く理解させる。,課題を深く理解させる。
また競合比較情報や、自社製品の情報を提供する。,また競合比較情報や、自社製品の情報を提供する。
既存リードのナーチャリング（育成）目的。,既存リードのナーチャリング（育成）目的。
フィールドセールス,フィールドセールス
ウェビナーコンテンツの活用,ウェビナーコンテンツの活用
ウェビナーを開催すると、,ウェビナーを開催すると、
多くのコンテンツが生成される,多くのコンテンツが生成される
●講演資料　→ホワイトペーパー,●講演資料　→ホワイトペーパー
●講演動画　→Youtube、SNS,●講演動画　→Youtube、SNS
●講演内容　→SEO記事、ブログ,●講演内容　→SEO記事、ブログ
提案・受注,提案・受注
リード育成,リード育成
リード獲得におけるウェビナーの位置付け,リード獲得におけるウェビナーの位置付け
リード獲得単価,リード獲得単価
興味関心,興味関心
低い,低い
高い,高い
"30,000円","30,000円"
"10,000円","10,000円"
"5,000円","5,000円"
オンライン,オンライン
　展示会,　展示会
(大規模ウェビナー),(大規模ウェビナー)
比較サイト,比較サイト
メール広告,メール広告
リスティング／SNS広告,リスティング／SNS広告
倶楽部,倶楽部
"10,000円～","10,000円～"
オンデマンド,オンデマンド
動画配信,動画配信
テレアポ,テレアポ
